1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
0,969431644;0,483493715;0,100713065;0,356963162;0,54955986;0,114524134;0,946632616;0,652869494;0,319463056;0,258086978;0,269803587;0,080284841;0,356472549;0,289629453;0,190924729;0,364795308;0,592037707;0,71608827;0,219855757;0,221915172;0,981600479;0,040004986;0,027199994;0,400624531;0,055756318;0,265124585;0,546400745;0,83628504;0,974162026;0,490277059;0,026330752;0,411947581;0,318584765;0,56505092;0,645058683;0,426764768;0,855192398;0,93129292;0,628544541;0,845070121;0,235912266;0,164733334;0,122015436;0,859315311;0,674334745;0,866322366;0,153442972;0,2134219;0,225782192;0,45536061
0,262946421;0,238572583;0,249665715;0,546369816;0,183928598;0,13628196;0,321382559;0,803754062;0,782251906;0,190635459;0,652707894;0,892493047;0,573490196;0,967402579;0,279245196;0,246538577;0,215457184;0,605282797;0,019205522;0,18358458;0,142591499;0,068157438;0,958630091;0,810912594;0,634137189;0,141765109;0,127296231;0,849884759;0,90448969;0,793672575;0,044878829;0,425650186;0,700552983;0,549638969;0,950180683;0,075877799;0,087654453;0,769538339;0,260111619;0,194635601;0,562344893;0,984059348;0,923481672;0,13373828;0,57137559;0,318325602;0,504147016;0,34354008;0,364668882;0,315882269
0,511435212;0,194634093;0,225930459;0,694698193;0,352236739;0,742529099;0,306267087;0,318692937;0,420876401;0,437873745;0,138916045;0,277971008;0,343524735;0,269737966;0,610592907;0,208376985;0,350999678;0,294549279;0,890792018;0,180653555;0,229570477;0,151736838;0,489909537;0,298414515;0,200901459;0,344189524;0,203001261;0,878036099;0,799926965;0,469036952;0,618536386;0,346663904;0,555412058;0,735027484;0,230446704;0,853829946;0,922884537;0,670970237;0,076092307;0,539456886;0,123640757;0,788750543;0,796624426;0,332608526;0,661853322;0,582876144;0,382883045;0,244577525;0,818807577;0,661924101
0,250843232;0,812598447;0,614123422;0,961163961;0,468462448;0,678838931;0,974786041;0,017614937;0,494687791;0,017231582;0,302047216;0,623228347;0,232583684;0,707065799;0,856583684;0,745244594;0,109698295;0,819250304;0,109499429;0,0304928;0,498442395;0,88984237;0,832882213;0,029686917;0,349870159;0,655397491;0,553297325;0,058099044;0,243084846;0,834018221;0,306431426;0,735320889;0,360609037;0,51983057;0,6108085;0,683260918;0,997717466;0,146822479;0,586114337;0,217217702;0,06609619;0,910926834;0,157344272;0,232076635;0,391762885;0,75966101;0,061513445;0,921068485;0,270135583;0,587790415
0,53663773;0,693053448;0,683637334;0,013211786;0,63900997;0,126471094;0,851797011;0,196869937;0,727955145;0,362702776;0,005411289;0,941220712;0,140838154;0,565835987;0,155573317;0,553994012;0,72924766;0,541500119;0,421895476;0,360886529;0,190550366;0,399176736;0,417501214;0,706881236;0,253332043;0,298163482;0,237541028;0,610341984;0,270648396;0,860773249;0,154272715;0,743935591;0,263450944;0,093591436;0,274076734;0,231907149;0,380711066;0,666059164;0,501908074;0,912376013;0,845772489;0,170813773;0,997324149;0,112802162;0,072282967;0,247501645;0,895738286;0,959469181;0,417612477;0,273365324
0,71648319;0,242691637;0,099725013;0,547890342;0,88322859;0,707860046;0,584149524;0,03122945;0,868663305;0,941433648;0,475798268;0,115973633;0,326305891;0,236341069;0,856035517;0,780666276;0,838214469;0,138691111;0,191385869;0,285530721;0,988617732;0,91727427;0,786278996;0,454449228;0,55952924;0,565041106;0,640064777;0,661367708;0,564113724;0,302712298;0,317017644;0,240228342;0,427718736;0,407451137;0,473419651;0,123049314;0,994375918;0,899959824;0,828244892;0,413237204;0,275923144;0,503547604;0,9557428;0,575769358;0,866696136;0,860501372;0,302829702;0,125481272;0,561885658;0,306452025
0,385549486;0,397580553;0,6710321;0,894822149;0,953943367;0,927360618;0,595579249;0,54868016;0,523348317;0,85923807;0,285821366;0,424690853;0,084225531;0,011297972;0,611648512;0,789499213;0,834472509;0,362042128;0,453085582;0,797193252;0,573757743;0,172699761;0,224730925;0,086096968;0,821164881;0,281179228;0,353087283;0,471537383;0,166254631;0,051141446;0,193803913;0,928340393;0,213813516;0,296104568;0,199929179;0,450826691;0,3713687;0,463088344;0,362029211;0,240125096;0,578937377;0,596453378;0,706551857;0,031962001;0,007427989;0,42789503;0,892260141;0,259989699;0,009448311;0,976718453
0,081501968;0,098737584;0,113226494;0,035885717;0,906495637;0,976548334;0,151833215;0,353039562;0,867032068;0,12548099;0,777732518;0,475913177;0,32472791;0,908913689;0,397433666;0,076074625;0,496615575;0,62893438;0,077435537;0,917014975;0,636416865;0,515827874;0,24150826;0,5940739;0,87620656;0,197557073;0,087640188;0,043241258;0,154326737;0,545896432;0,235865091;0,036205965;0,70983502;0,759886033;0,19086596;0,625367398;0,169510865;0,48873743;0,767136108;0,636659627;0,019456386;0,4494134;0,187821873;0,903439518;0,35507079;0,597833879;0,635608575;0,686474341;0,228906043;0,643948423
0,90358645;0,110445749;0,218378655;0,55720832;0,574217598;0,488871836;0,53099045;0,697975187;0,693159288;0,428125982;0,767545353;0,635942943;0,933878287;0,646569238;0,818366419;0,196381758;0,725861996;0,497157751;0,863403979;0,417774693;0,509098592;0,705802663;0,869904142;0,459568265;0,145494924;0,165997828;0,252971917;0,226504098;0,057437975;0,393688382;0,037567295;0,633498477;0,357783683;0,447428357;0,24779801;0,495891353;0,842972752;0,73088946;0,146784397;0,520693065;0,996799701;0,395374187;0,64724278;0,5367377;0,015979353;0,582799867;0,11546455;0,141811228;0,386984407;0,009298563
0,876738022;0,607748276;0,700609418;0,349656118;0,405812469;0,040859073;0,348007754;0,746081807;0,218033628;0,791538947;0,45282487;0,58196555;0,090767931;0,735394144;0,056517988;0,644591029;0,525850985;0,765516626;0,945988497;0,385887614;0,546571116;0,529346545;0,861320717;0,487718277;0,39976785;0,525569628;0,188576719;0,592468816;0,025022902;0,497193926;0,646232228;0,288024202;0,967401507;0,424839587;0,214109623;0,664655724;0,470251904;0,031153567;0,83734527;0,013777147;0,802574828;0,880237852;0,529908646;0,466314238;0,195979954;0,74864137;0,02333776;0,666957848;0,869375292;0,726259754
0,934282008;0,772490154;0,405460014;0,318458439;0,005432018;0,383093376;0,00484601;0,113166833;0,943168376;0,508315381;0,023174007;0,194543919;0,257473212;0,662518469;0,346387737;0,945728926;0,512878221;0,763914711;0,157396482;0,682243132;0,159052896;0,066834228;0,971160688;0,481859432;0,478315744;0,160014138;0,998368872;0,603941301;0,193533077;0,388108938;0,230847457;0,953202389;0,1612448;0,283479856;0,653824735;0,526549844;0,883014391;0,258591585;0,860553168;0,226538108;0,469870264;0,27750389;0,079749328;0,33402024;0,594896447;0,533830373;0,266603477;0,964607839;0,844389961;0,863719548
0,451812366;0,891017188;0,498384856;0,387639906;0,509825277;0,4405746;0,439714425;0,170151437;0,137485965;0,537133036;0,039015416;0,612399217;0,464727266;0,718017085;0,552169715;0,755363669;0,748447824;0,201324096;0,307215114;0,169327212;0,570818183;0,440342242;0,504158264;0,118822526;0,803487211;0,311452938;0,078448498;0,837904536;0,53462285;0,803643944;0,48460585;0,237994342;0,332597212;0,526616952;0,441517734;0,877912262;0,857971525;0,270638298;0,786479946;0,133932107;0,259112343;0,967182769;0,300320345;0,587280616;0,277691737;0,278661711;0,547468611;0,770843174;0,094942084;0,902922738
0,491601797;0,412039683;0,72481957;0,184505201;0,516590444;0,298744572;0,615598865;0,31542924;0,198591789;0,725171975;0,220251784;0,262349234;0,292006035;0,195935997;0,635038175;0,145654694;0,341405709;0,917654407;0,78458552;0,239531311;0,202533106;0,237346595;0,200116395;0,596385091;0,797767494;0,739716741;0,262682809;0,864702912;0,568802772;0,422056783;0,105937876;0,435322052;0,669837211;0,068967209;0,443168021;0,258062217;0,194853181;0,569463152;0,906543505;0,320609569;0,833844342;0,76970637;0,174055347;0,535431929;0,150081727;0,404784388;0,770718507;0,101412983;0,592368116;0,639569167
0,620915091;0,347550489;0,220544618;0,690358804;0,792237266;0,105377553;0,925974581;0,12897214;0,07601767;0,987210296;0,129956756;0,936035036;0,163423637;0,234147347;0,371780384;0,689957966;0,583197568;0,712361849;0,955398991;0,08445504;0,849108955;0,181943124;0,152933991;0,856431998;0,126762729;0,401389848;0,331885438;0,727937913;0,298480052;0,538458259;0,428585757;0,16510068;0,357222642;0,253055001;0,650819108;0,656034607;0,137813383;0,175495666;0,685750003;0,235292854;0,089201221;0,9169797;0,065774675;0,866012773;0,049560815;0,240393982;0,052034441;0,590245965;0,052378927;0,9927023
0,889318011;0,208362949;0,794400578;0,812310422;0,65744658;0,463334683;0,604901216;0,64962793;0,518246147;0,870651213;0,40391466;0,667129233;0,232115571;0,602886371;0,350095182;0,708050496;0,189594444;0,239538242;0,187890668;0,058717032;0,747301967;0,73196813;0,55208182;0,334496291;0,735847955;0,735839709;0,932870844;0,713339097;0,239021789;0,290489136;0,972726445;0,172971765;0,567345542;0,801345472;0,449071324;0,572259574;0,311435681;0,225304614;0,674539058;0,875316607;0,345347697;0,004377578;0,467504828;0,308856094;0,873499707;0,398485248;0,000622109;0,298273456;0,987115443;0,165808699
0,763669995;0,125816872;0,689838854;0,493991176;0,690484806;0,225822657;0,502134586;0,717413729;0,141171327;0,89515598;0,149368745;0,588833142;0,943633545;0,915349683;0,132348268;0,645972936;0,801141342;0,415452096;0,186698072;0,379143459;0,527551329;0,824369131;0,270954315;0,14224954;0,516255209;0,288764591;0,959446715;0,773117178;0,041780265;0,705415035;0,100206812;0,573393244;0,724629746;0,095836654;0,231239992;0,502495815;0,68253866;0,315839398;0,950643615;0,499353951;0,078864471;0,883071077;0,643731094;0,813435933;0,073465395;0,964637749;0,269591355;0,111764037;0,50703424;0,303934433
0,262310124;0,159791502;0,783645687;0,050440532;0,081503066;0,133492391;0,214510998;0,014808731;0,035132537;0,675681496;0,018140311;0,760615062;0,481364157;0,273575644;0,959698211;0,447718225;0,982684062;0,677150454;0,527903518;0,688865561;0,483120523;0,367477646;0,237218659;0,787960811;0,005769186;0,479898765;0,87853103;0,407074901;0,238869878;0,82632811;0,408651497;0,676269944;0,192595368;0,8554279;0,488548069;0,225730911;0,271273517;0,688292758;0,347993697;0,34096173;0,825723455;0,169907127;0,652457391;0,912558783;0,354457216;0,512624124;0,008864664;0,040388069;0,230998369;0,597412004
0,639448066;0,474728944;0,334915346;0,024628315;0,630508475;0,372562198;0,842935349;0,266250736;0,046953023;0,795121717;0,002611087;0,729364435;0,290043793;0,97141414;0,554949859;0,832619246;0,277422883;0,961405593;0,708564249;0,863929608;0,336567138;0,009026595;0,8496896;0,39210442;0,822167782;0,332676983;0,904028621;0,459673743;0,231868256;0,58751732;0,243763476;0,894335387;0,381514829;0,954881295;0,483687213;0,648360431;0,912876108;0,32101062;0,225481832;0,783097549;0,980729681;0,958141187;0,485879517;0,281234581;0,351743344;0,729081877;0,373130491;0,865030719;0,283235961;0,317389984
0,774648234;0,768370162;0,484472292;0,885714276;0,905193979;0,44741128;0,17122427;0,762159068;0,956722575;0,929085209;0,950061891;0,891382;0,260351859;0,704797392;0,893547196;0,7631948;0,323136855;0,653481407;0,972774991;0,859311198;0,368502732;0,270154004;0,195617312;0,123995276;0,456057335;0,854254108;0,106579394;0,825430282;0,648601764;0,314875732;0,563684233;0,7226845;0,611113594;0,783807462;0,59162655;0,280251678;0,255181962;0,120216652;0,158197061;0,244701542;0,865453555;0,765238102;0,195684906;0,965076017;0,737340228;0,309762151;0,329477472;0,54005741;0,97079487;0,719574498
0,616547681;0,555046083;0,585944518;0,4626064;0,184737414;0,218841408;0,155295872;0,175549884;0,188666666;0,136751631;0,754835394;0,588874033;0,078828638;0,392135771;0,17360382;0,195794721;0,077956964;0,029772558;0,275361854;0,60239974;0,842909473;0,171433187;0,746617514;0,611296754;0,26287146;0,21719019;0,833347729;0,860351381;0,433301246;0,927751816;0,57207987;0,290532528;0,542106663;0,680640256;0,797948949;0,101705435;0,669663763;0,612189585;0,279528027;0,53633875;0,778025968;0,013467554;0,663677303;0,889586653;0,237470787;0,945412611;0,011495541;0,030537415;0,951768711;0,549761211
0,746633669;0,928244677;0,985050848;0,037717241;0,729179658;0,500649159;0,373904176;0,954782152;0,519205923;0,841076768;0,122690949;0,843109486;0,272037957;0,23987787;0,694995522;0,801271194;0,64430946;0,47966473;0,191750894;0,858107685;0,788857642;0,090630511;0,011504159;0,78899543;0,947352197;0,463852659;0,775809568;0,115264005;0,047984406;0,176645757;0,687614073;0,840806305;0,450868152;0,358350086;0,397983005;0,913561694;0,972411044;0,122002244;0,728212373;0,373138956;0,003726218;0,339413536;0,151930826;0,496995975;0,653808085;0,763635468;0,792730936;0,433352853;0,424335433;0,170438174
0,723173196;0,412982318;0,399634922;0,659449478;0,872379234;0,465513467;0,688332751;0,064786263;0,01375491;0,962493824;0,466254848;0,728851479;0,219065467;0,283213571;0,184027716;0,184285217;0,594308327;0,882879976;0,592720521;0,554323351;0,951876488;0,772478925;0,592001053;0,382078936;0,637110364;0,270009761;0,986719215;0,118405324;0,713372285;0,535678988;0,44476683;0,851319437;0,467908131;0,452711615;0,302126811;0,583624472;0,985123065;0,909091639;0,449806511;0,648919235;0,162838884;0,252411643;0,920982923;0,045518224;0,300031658;0,030852312;0,456159759;0,110339151;0,01232676;0,561885725
0,150188812;0,31021521;0,613912697;0,952815506;0,668406007;0,441029676;0,312023054;0,092371989;0,377128988;0,132217162;0,752138524;0,456351809;0,21555888;0,660011194;0,692347488;0,802584454;0,401716894;0,20459091;0,509594785;0,414443337;0,040622509;0,651555141;0,432662161;0,563170526;0,704249197;0,776274375;0,074859042;0,616633661;0,259646652;0,263781829;0,395301979;0,422176866;0,046506284;0,969151716;0,563666293;0,962081225;0,696563913;0,387412674;0,929671753;0,3170216;0,025155783;0,523732421;0,746265165;0,626682021;0,423929357;0,790000628;0,617189805;0,787383234;0,836259434;0,423764631
0,970820314;0,284133578;0,241393475;0,625654047;0,314669627;0,331101283;0,37080005;0,388460362;0,624464542;0,120836531;0,759947944;0,808285589;0,855128438;0,110059296;0,176380887;0,074980095;0,910815405;0,446772053;0,202907996;0,520971378;0,164696555;0,735524049;0,72576179;0,656587576;0,701411299;0,078461796;0,805361738;0,445334267;0,845372589;0,932816302;0,860002318;0,521516817;0,412638083;0,812448266;0,045028488;0,566682025;0,675962416;0,217060654;0,149858053;0,459851002;0,051267968;0,772533067;0,280837381;0,288505488;0,852722028;0,42950404;0,012170844;0,744657308;0,902217454;0,71241432
0,815817786;0,5593015;0,963023759;0,532493476;0,947963914;0,135062281;0,056932034;0,508390391;0,933580426;0,113743611;0,530528296;0,419131023;0,884508682;0,558932683;0,30956657;0,154147052;0,343751108;0,594643299;0,385705682;0,27586815;0,935688826;0,938335142;0,789879249;0,88342737;0,436608664;0,989432884;0,439094446;0,412485552;0,38915524;0,76224437;0,46574063;0,547919651;0,778873755;0,754505801;0,931976298;0,280763652;0,309271941;0,246031488;0,96252915;0,834100406;0,482124125;0,536639014;0,515897674;0,75379052;0,3592954;0,401600519;0,397156035;0,764966488;0,233746997;0,38299375
0,452519001;0,661154962;0,51698667;0,281087161;0,628623896;0,126396164;0,474895433;0,221677685;0,913643836;0,264034091;0,522701921;0,3537597;0,109234919;0,893210522;0,434276214;0,12824057;0,739827305;0,573113849;0,113963102;0,790889276;0,776239413;0,580264723;0,546128825;0,384003565;0,405336828;0,463218109;0,981541389;0,037394138;0,594430378;0,519776879;0,604973245;0,388195794;0,953107333;0,668253994;0,885540624;0,754961988;0,325433387;0,013023131;0,103240048;0,633832954;0,852509955;0,869418439;0,414618595;0,098333996;0,05396158;0,661931277;0,779415298;0,851208854;0,896551283;0,189260766
0,020974183;0,08676082;0,580851941;0,586694185;0,499010472;0,616036533;0,140699177;0,661261287;0,114735412;0,463853968;0,423571795;0,631890055;0,863557802;0,219133148;0,660787774;0,386511009;0,599855185;0,627647428;0,534455342;0,598797641;0,490617738;0,631422676;0,849428716;0,002620323;0,778647681;0,880074215;0,475835386;0,240757611;0,394162722;0,704259477;0,298106225;0,691373327;0,422880781;0,852235164;0,433598359;0,847554271;0,14329155;0,684263801;0,182783371;0,006141137;0,971518335;0,488788176;0,615040544;0,024841496;0,122832079;0,070671885;0,346481124;0,446006001;0,931984054;0,966322896
0,149170511;0,594866988;0,05678702;0,62653327;0,083688829;0,971583812;0,717987379;0,836043786;0,720525058;0,725811838;0,745772851;0,2467288;0,72247583;0,025803144;0,773771143;0,456448515;0,636877338;0,933053915;0,76103062;0,48876289;0,797807588;0,059053561;0,496719948;0,134902461;0,494123836;0,104310766;0,084274093;0,500194637;0,15481992;0,393899758;0,753515926;0,451623252;0,65350193;0,629015983;0,792626423;0,885810819;0,574563651;0,979109606;0,774559147;0,276964414;0,109245959;0,32389931;0,677598538;0,275069456;0,461841491;0,558337318;0,178239807;0,981815719;0,212237862;0,082415528
0,055632099;0,305060945;0,511447829;0,586451627;0,792589998;0,006307168;0,915078403;0,460449027;0,234824064;0,770730437;0,77869471;0,181512365;0,405915911;0,592061729;0,263344915;0,710435085;0,31539177;0,900948814;0,57673911;0,42613845;0,581790066;0,728499203;0,097283999;0,55486252;0,311800177;0,675895552;0,09428832;0,888981272;0,742779552;0,775573045;0,269929366;0,4575692;0,928646132;0,884262741;0,54015205;0,340642185;0,304292867;0,545760487;0,907105799;0,117947351;0,349879143;0,103407811;0,73929834;0,838282864;0,735018571;0,059637701;0,806515922;0,32599566;0,056997191;0,925327417
0,875587007;0,712333703;0,547041589;0,40849536;0,224185201;0,477435493;0,633146539;0,8945179;0,73173472;0,694560002;0,993641027;0,157697075;0,699232405;0,653278888;0,987907507;0,46957193;0,313173164;0,296929521;0,934406149;0,047615516;0,279432126;0,709581221;0,119281967;0,337257098;0,321632896;0,43969972;0,204366081;0,606307937;0,328149701;0,72929266;0,436154453;0,613571758;0,311766569;0,84788192;0,147463342;0,409390268;0,063655785;0,492603228;0,886370213;0,544228511;0,047392407;0,806534159;0,526907454;0,21789414;0,074191675;0,147426081;0,757660916;0,586350454;0,19253901;0,95237902
0,634861089;0,163442523;0,522434684;0,525330492;0,189649002;0,355607914;0,793649263;0,354271728;0,55823525;0,883384656;0,042911963;0,112872013;0,445316504;0,623002543;0,118596771;0,385310921;0,63307287;0,929452667;0,53484635;0,74378268;0,098896995;0,11273309;0,545665279;0,359954629;0,960060112;0,179232933;0,074683232;0,782169668;0,456413447;0,198132252;0,560781367;0,495681976;0,277182377;0,68473877;0,414806646;0,485137033;0,672935591;0,64770362;0,52910596;0,665057657;0,538579106;0,057244844;0,030062006;0,349258109;0,383669717;0,104841683;0,18602435;0,054653146;0,381069684;0,311090871
0,383552382;0,252598969;0,566558111;0,715233307;0,9418642;0,515737256;0,818639222;0,684487323;0,084770366;0,758253278;0,310554227;0,015464355;0,655637447;0,110413739;0,799745126;0,373100247;0,908469544;0,203541285;0,753303163;0,97378426;0,589921766;0,657368065;0,213854812;0,184545407;0,024481964;0,615332257;0,442636011;0,81245545;0,403415225;0,749759505;0,928055397;0,510656852;0,970590331;0,352976501;0,231251965;0,479894682;0,377665273;0,472005213;0,283375604;0,15466606;0,025083261;0,588005978;0,412358551;0,174091707;0,488783798;0,357319623;0,385544717;0,048061953;0,808393274;0,393614622
0,321589736;0,441602705;0,284126243;0,591086846;0,909221246;0,208730248;0,363265684;0,711671877;0,760589643;0,007926359;0,379609603;0,708050608;0,141354878;0,752240135;0,546781835;0,407774475;0,449065095;0,301111748;0,361521882;0,74735841;0,326785328;0,857652131;0,934400049;0,049424858;0,181784455;0,504280048;0,427562163;0,477415517;0,950931012;0,794686569;0,644816707;0,220212957;0,316770517;0,928477852;0,241108886;0,587984442;0,231833562;0,096858002;0,202326035;0,320657193;0,184599168;0,625422219;0,802848567;0,716265504;0,34621483;0,383117847;0,285405933;0,587236487;0,332158316;0,226473452
0,108278018;0,131597097;0,352279331;0,607081893;0,545984309;0,14875533;0,918307578;0,960864699;0,673385148;0,778550087;0,12074684;0,935175024;0,08153218;0,59076795;0,200199355;0,046673697;0,121707273;0,441171404;0,502908334;0,856440499;0,393412877;0,60939948;0,991790569;0,84033109;0,063156283;0,53792022;0,959340048;0,331900181;0,596311328;0,50928973;0,921540559;0,136080517;0,368990419;0,085921503;0,404866119;0,897800288;0,483181698;0,833450845;0,456149899;0,848597712;0,831141399;0,791451385;0,548563554;0,388232212;0,719018546;0,986666955;0,434333376;0,262362067;0,650262493;0,947246718
0,433664152;0,655063154;0,568143863;0,963368957;0,109499653;0,412407814;0,343142328;0,403295585;0,109403533;0,048021951;0,824941827;0,846918936;0,623690257;0,609341757;0,391237287;0,992458267;0,161194614;0,884392698;0,729617073;0,974837287;0,965799257;0,284594014;0,517984866;0,306719724;0,529070357;0,081800261;0,804362995;0,596749225;0,53863865;0,775752263;0,598758214;0,985783017;0,876163371;0,928453106;0,077854773;0,664917644;0,649922311;0,529579964;0,582544173;0,212028879;0,767995662;0,442573495;0,212724215;0,745914183;0,213879305;0,278190339;0,978813622;0,883285749;0,43016533;0,718493047
0,253665436;0,009048481;0,024823352;0,500023032;0,510037214;0,587786677;0,640803079;0,352917678;0,569850648;0,69200721;0,864290295;0,357544469;0,988839991;0,311563026;0,790529949;0,542380545;0,288908473;0,445950763;0,604448211;0,638769364;0,176330624;0,558951767;0,456102925;0,060543972;0,224843688;0,316008379;0,38973699;0,575173768;0,700828734;0,971338864;0,601122203;0,830479066;0,494343674;0,596111022;0,681942499;0,102706138;0,289083774;0,773763611;0,710890516;0,813571253;0,538348667;0,813230425;0,351844472;0,02930686;0,816715836;0,763367099;0,272639165;0,867539494;0,06524972;0,297072334
